observation_id,artifact_id,line_id,token_index,original_sign,canonical_sign,mapping_status,mapping_confidence,uncertainty_flag,mapping_notes
OBS_000839,HT 140,word_2,0,AB86,AB86,identity,1.000000,0,
OBS_000839,HT 140,word_2,1,AB41,AB41,identity,1.000000,0,
OBS_000839,HT 140,word_2,2,AB30,AB30,identity,1.000000,0,
OBS_000840,HT 140,word_3,0,AB46,AB46,identity,1.000000,0,
OBS_000840,HT 140,word_3,1,AB07,AB07,identity,1.000000,0,
OBS_000841,HT 140,word_4,0,AB10,AB10,identity,1.000000,0,
OBS_000841,HT 140,word_4,1,AB34,AB34,identity,1.000000,0,
OBS_000841,HT 140,word_4,2,AB41,AB41,identity,1.000000,0,
OBS_000842,HT 140,word_5,0,[?],[?],identity,1.000000,0,
OBS_000842,HT 140,word_5,1,AB118,AB118,identity,1.000000,0,
OBS_000842,HT 140,word_5,2,AB77,AB77,identity,1.000000,0,
OBS_000843,HT 140,word_6,0,AB77,AB77,identity,1.000000,0,
OBS_000843,HT 140,word_6,1,AB80,AB80,identity,1.000000,0,
OBS_000844,HT 140,word_7,0,AB77,AB77,identity,1.000000,0,
OBS_000844,HT 140,word_7,1,AB03,AB03,identity,1.000000,0,
OBS_000845,HT 141,.1_stmt,0,A,A,identity,1.000000,0,
OBS_000845,HT 141,.1_stmt,1,RI,RI,identity,1.000000,0,
OBS_000846,HT 141,.2_stmt,0,]RU,]RU,identity,1.000000,0,
OBS_000846,HT 141,.2_stmt,1,DI,DI,identity,1.000000,0,
OBS_000847,HT 141,word_1,0,[?],[?],identity,1.000000,0,
OBS_000847,HT 141,word_1,1,AB08,AB08,identity,1.000000,0,
OBS_000847,HT 141,word_1,2,AB53,AB53,identity,1.000000,0,
OBS_000848,HT 141,word_2,0,AB26,AB26,identity,1.000000,0,
OBS_000848,HT 141,word_2,1,AB07,AB07,identity,1.000000,0,
OBS_000849,HT 144,word_2,0,AB61,AB61,identity,1.000000,0,
OBS_000850,HT 146,.4_stmt,0,RI,RI,identity,1.000000,0,
OBS_000850,HT 146,.4_stmt,1,KA,KA,identity,1.000000,0,
OBS_000850,HT 146,.4_stmt,2,TA,TA,identity,1.000000,0,
OBS_000851,HT 146,word_1,0,AB78,AB78,identity,1.000000,0,
OBS_000852,HT 146,word_2,0,AB53,AB53,identity,1.000000,0,
OBS_000852,HT 146,word_2,1,A305,A305,identity,1.000000,0,
OBS_000853,HT 146,word_3,0,AB53,AB53,identity,1.000000,0,
OBS_000853,HT 146,word_3,1,AB77,AB77,identity,1.000000,0,
OBS_000853,HT 146,word_3,2,AB59,AB59,identity,1.000000,0,
OBS_000854,HT 147,word_1,0,AB60,AB60,identity,1.000000,0,
OBS_000855,HT 15,.1-2_stmt,0,DU,DU,identity,1.000000,0,
OBS_000855,HT 15,.1-2_stmt,1,A,A,identity,1.000000,0,
OBS_000856,HT 15,.1_log,0,GRA,GRA,identity,1.000000,0,
OBS_000857,HT 15,.1_stmt,0,U,U,identity,1.000000,0,
OBS_000857,HT 15,.1_stmt,1,SI,SI,identity,1.000000,0,
OBS_000858,HT 15,.2-3_log,0,GRA,GRA,identity,1.000000,0,
OBS_000858,HT 15,.2-3_log,1,L3L3,L3L3,identity,1.000000,0,
OBS_000859,HT 15,.4_stmt,0,KI,KI,identity,1.000000,0,
OBS_000859,HT 15,.4_stmt,1,RO,RO,identity,1.000000,0,
OBS_000860,HT 15,word_1,0,AB10,AB10,identity,1.000000,0,
OBS_000860,HT 15,word_1,1,AB34,AB34,identity,1.000000,0,
OBS_000860,HT 15,word_1,2,AB41,AB41,identity,1.000000,0,
OBS_000861,HT 15,word_2,0,AB51,AB51,identity,1.000000,0,
OBS_000861,HT 15,word_2,1,AB123,AB123,identity,1.000000,0,
OBS_000861,HT 15,word_2,2,AB08,AB08,identity,1.000000,0,
OBS_000862,HT 15,word_3,0,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000862,HT 15,word_3,1,AB02,AB02,identity,1.000000,0,
OBS_000863,HT 154,.1_log,0,I,I,identity,1.000000,0,
OBS_000863,HT 154,.1_log,1,[?],[?],identity,1.000000,0,
OBS_000864,HT 154,.4-5_stmt,0,DESUNT,DESUNT,identity,1.000000,0,
OBS_000865,HT 154,word_1,0,AB37,AB37,identity,1.000000,0,
OBS_000866,HT 154,word_2,0,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000867,HT 154A,.1_stmt,0,TU,TU,identity,1.000000,0,
OBS_000867,HT 154A,.1_stmt,1,ME,ME,identity,1.000000,0,
OBS_000867,HT 154A,.1_stmt,2,PA,PA,identity,1.000000,0,
OBS_000867,HT 154A,.1_stmt,3,JA,JA,identity,1.000000,0,
OBS_000868,HT 154A,.2_log,0,]GRA[,]GRA[,identity,1.000000,0,
OBS_000869,HT 154A,word_1,0,AB69,AB69,identity,1.000000,0,
OBS_000869,HT 154A,word_1,1,AB13,AB13,identity,1.000000,0,
OBS_000869,HT 154A,word_1,2,AB03,AB03,identity,1.000000,0,
OBS_000869,HT 154A,word_1,3,AB57,AB57,identity,1.000000,0,
OBS_000870,HT 154C,word_1,0,AB06,AB06,identity,1.000000,0,
OBS_000870,HT 154C,word_1,1,AB73,AB73,identity,1.000000,0,
OBS_000871,HT 154E,a._log,0,]FIC,]FIC,identity,1.000000,0,
OBS_000872,HT 154E,word_1,0,[?],[?],identity,1.000000,0,
OBS_000872,HT 154E,word_1,1,[?],[?],identity,1.000000,0,
OBS_000873,HT 154JA,word_1,0,AB55,AB55,identity,1.000000,0,
OBS_000873,HT 154JA,word_1,1,AB27,AB27,identity,1.000000,0,
OBS_000874,HT 154N,word_1,0,AB41,AB41,identity,1.000000,0,
OBS_000875,HT 154N,word_2,0,AB41,AB41,identity,1.000000,0,
OBS_000876,HT 16,.1-2_stmt,0,KA,KA,identity,1.000000,0,
OBS_000876,HT 16,.1-2_stmt,1,KU,KU,identity,1.000000,0,
OBS_000876,HT 16,.1-2_stmt,2,PA,PA,identity,1.000000,0,
OBS_000876,HT 16,.1-2_stmt,3,DI,DI,identity,1.000000,0,
OBS_000876,HT 16,.1-2_stmt,4,NA,NA,identity,1.000000,0,
OBS_000876,HT 16,.1-2_stmt,5,U,U,identity,1.000000,0,
OBS_000877,HT 16,.4_stmt,0,SA,SA,identity,1.000000,0,
OBS_000877,HT 16,.4_stmt,1,PO,PO,identity,1.000000,0,
OBS_000878,HT 16,word_1,0,AB77,AB77,identity,1.000000,0,
OBS_000878,HT 16,word_1,1,AB81,AB81,identity,1.000000,0,
OBS_000878,HT 16,word_1,2,AB03,AB03,identity,1.000000,0,
OBS_000879,HT 16,word_2,0,AB07,AB07,identity,1.000000,0,
OBS_000879,HT 16,word_2,1,AB06,AB06,identity,1.000000,0,
OBS_000879,HT 16,word_2,2,AB10,AB10,identity,1.000000,0,
OBS_000880,HT 16,word_3,0,AB31,AB31,identity,1.000000,0,
OBS_000880,HT 16,word_3,1,AB11,AB11,identity,1.000000,0,
OBS_000881,HT 17,.1_log,0,TE,TE,identity,1.000000,0,
OBS_000881,HT 17,.1_log,1,VIN,VIN,exact,1.000000,0,Canonical sign form
OBS_000882,HT 17,.1_stmt,0,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000882,HT 17,.1_stmt,1,*164A,*164A,identity,1.000000,0,
OBS_000882,HT 17,.1_stmt,2,TI,TI,identity,1.000000,0,
OBS_000883,HT 17,.2_stmt,0,SA,SA,identity,1.000000,0,
OBS_000883,HT 17,.2_stmt,1,RO,RO,identity,1.000000,0,
OBS_000884,HT 17,.3_stmt,0,SI,SI,identity,1.000000,0,
OBS_000884,HT 17,.3_stmt,1,DA,DA,identity,1.000000,0,
OBS_000884,HT 17,.3_stmt,2,RE,RE,identity,1.000000,0,
OBS_000885,HT 17,word_1,0,AB60,AB60,identity,1.000000,0,
OBS_000885,HT 17,word_1,1,AB164A,AB164A,identity,1.000000,0,
OBS_000885,HT 17,word_1,2,AB37,AB37,identity,1.000000,0,
OBS_000886,HT 17,word_2,0,AB31,AB31,identity,1.000000,0,
OBS_000886,HT 17,word_2,1,AB02,AB02,identity,1.000000,0,
OBS_000887,HT 17,word_3,0,AB41,AB41,identity,1.000000,0,
OBS_000887,HT 17,word_3,1,AB01,AB01,identity,1.000000,0,
OBS_000887,HT 17,word_3,2,AB27,AB27,identity,1.000000,0,
OBS_000888,HT 18,.1_log,0,GRA,GRA,identity,1.000000,0,
OBS_000888,HT 18,.1_log,1,QE,QE,identity,1.000000,0,
OBS_000889,HT 18,.1_log,0,OLE,OLE,identity,1.000000,0,
OBS_000889,HT 18,.1_log,1,KI,KI,identity,1.000000,0,
OBS_000890,HT 18,.1_stmt,0,PA,PA,identity,1.000000,0,
OBS_000890,HT 18,.1_stmt,1,SE,SE,identity,1.000000,0,
OBS_000891,HT 18,.2-3_log,0,FIC,FIC,identity,1.000000,0,
OBS_000892,HT 18,.2_log,0,GRA,GRA,identity,1.000000,0,
OBS_000893,HT 18,.2_stmt,0,SA,SA,identity,1.000000,0,
OBS_000893,HT 18,.2_stmt,1,RA2,RA2,exact,1.000000,0,Canonical sign form
OBS_000894,HT 18,word_1,0,AB03,AB03,identity,1.000000,0,
OBS_000894,HT 18,word_1,1,AB09,AB09,identity,1.000000,0,
OBS_000895,HT 18,word_2,0,AB31,AB31,identity,1.000000,0,
OBS_000895,HT 18,word_2,1,AB76,AB76,identity,1.000000,0,
OBS_000896,HT 19,.1-2_log,0,TE,TE,identity,1.000000,0,
OBS_000896,HT 19,.1-2_log,1,VINA,VINA,identity,1.000000,0,
OBS_000897,HT 19,.1-2_stmt,0,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000897,HT 19,.1-2_stmt,1,*164A,*164A,identity,1.000000,0,
OBS_000897,HT 19,.1-2_stmt,2,TI,TI,identity,1.000000,0,
OBS_000898,HT 19,.2-3_stmt,0,SA,SA,identity,1.000000,0,
OBS_000898,HT 19,.2-3_stmt,1,RO,RO,identity,1.000000,0,
OBS_000899,HT 19,.3-4_stmt,0,DU,DU,identity,1.000000,0,
OBS_000899,HT 19,.3-4_stmt,1,ME,ME,identity,1.000000,0,
OBS_000899,HT 19,.3-4_stmt,2,DI,DI,identity,1.000000,0,
OBS_000900,HT 19,word_1,0,AB60,AB60,identity,1.000000,0,
OBS_000900,HT 19,word_1,1,AB164A,AB164A,identity,1.000000,0,
OBS_000900,HT 19,word_1,2,AB37,AB37,identity,1.000000,0,
OBS_000901,HT 19,word_2,0,AB31,AB31,identity,1.000000,0,
OBS_000901,HT 19,word_2,1,AB02,AB02,identity,1.000000,0,
OBS_000902,HT 19,word_3,0,AB51,AB51,identity,1.000000,0,
OBS_000902,HT 19,word_3,1,AB13,AB13,identity,1.000000,0,
OBS_000902,HT 19,word_3,2,AB07,AB07,identity,1.000000,0,
OBS_000903,HT 2,.1_log,0,OLE,OLE,identity,1.000000,0,
OBS_000903,HT 2,.1_log,1,U,U,identity,1.000000,0,
OBS_000904,HT 2,.1_stmt,0,A,A,identity,1.000000,0,
OBS_000904,HT 2,.1_stmt,1,KA,KA,identity,1.000000,0,
OBS_000904,HT 2,.1_stmt,2,RU,RU,identity,1.000000,0,
OBS_000905,HT 2,.2_log,0,OLE,OLE,identity,1.000000,0,
OBS_000905,HT 2,.2_log,1,E,E,identity,1.000000,0,
OBS_000906,HT 2,.2_log,0,]OLE,]OLE,identity,1.000000,0,
OBS_000906,HT 2,.2_log,1,A,A,identity,1.000000,0,
OBS_000907,HT 2,.3_log,0,OLE,OLE,identity,1.000000,0,
OBS_000907,HT 2,.3_log,1,U,U,identity,1.000000,0,
OBS_000908,HT 2,.3_stmt,0,]KI,]KI,identity,1.000000,0,
OBS_000908,HT 2,.3_stmt,1,RE,RE,identity,1.000000,0,
OBS_000908,HT 2,.3_stmt,2,TA,TA,identity,1.000000,0,
OBS_000908,HT 2,.3_stmt,3,NA,NA,identity,1.000000,0,
OBS_000909,HT 2,.4_log,0,]OLE,]OLE,identity,1.000000,0,
OBS_000909,HT 2,.4_log,1,A,A,identity,1.000000,0,
OBS_000910,HT 2,word_1,0,AB08,AB08,identity,1.000000,0,
OBS_000910,HT 2,word_1,1,AB77,AB77,identity,1.000000,0,
OBS_000910,HT 2,word_1,2,AB26,AB26,identity,1.000000,0,
OBS_000911,HT 2,word_2,0,AB67,AB67,exact,1.000000,0,Canonical sign form
OBS_000911,HT 2,word_2,1,AB27,AB27,identity,1.000000,0,
OBS_000911,HT 2,word_2,2,AB59,AB59,identity,1.000000,0,
OBS_000911,HT 2,word_2,3,AB06,AB06,identity,1.000000,0,
OBS_000912,HT 20,.1-2_stmt,0,KU,KU,identity,1.000000,0,
OBS_000912,HT 20,.1-2_stmt,1,MA,MA,identity,1.000000,0,
OBS_000912,HT 20,.1-2_stmt,2,JU,JU,identity,1.000000,0,
OBS_000913,HT 20,.1_stmt,0,PA,PA,identity,1.000000,0,
OBS_000913,HT 20,.1_stmt,1,RO,RO,identity,1.000000,0,
OBS_000913,HT 20,.1_stmt,2,SU,SU,identity,1.000000,0,
OBS_000914,HT 20,.2-3_stmt,0,QE,QE,identity,1.000000,0,
OBS_000914,HT 20,.2-3_stmt,1,KU,KU,identity,1.000000,0,
OBS_000914,HT 20,.2-3_stmt,2,RE,RE,identity,1.000000,0,
OBS_000915,HT 20,.4-5_stmt,0,SA,SA,identity,1.000000,0,
OBS_000915,HT 20,.4-5_stmt,1,RE,RE,identity,1.000000,0,
OBS_000915,HT 20,.4-5_stmt,2,JU,JU,identity,1.000000,0,
OBS_000916,HT 20,.4_log,0,CAPM,CAPM,identity,1.000000,0,
OBS_000917,HT 20,word_1,0,AB03,AB03,identity,1.000000,0,
OBS_000917,HT 20,word_1,1,AB02,AB02,identity,1.000000,0,
OBS_000917,HT 20,word_1,2,AB58,AB58,identity,1.000000,0,
OBS_000918,HT 20,word_2,0,AB81,AB81,identity,1.000000,0,
OBS_000918,HT 20,word_2,1,AB80,AB80,identity,1.000000,0,
OBS_000918,HT 20,word_2,2,AB65,AB65,identity,1.000000,0,
OBS_000919,HT 20,word_3,0,AB78,AB78,identity,1.000000,0,
OBS_000919,HT 20,word_3,1,AB81,AB81,identity,1.000000,0,
OBS_000919,HT 20,word_3,2,AB27,AB27,identity,1.000000,0,
OBS_000920,HT 20,word_4,0,AB31,AB31,identity,1.000000,0,
OBS_000920,HT 20,word_4,1,AB27,AB27,identity,1.000000,0,
OBS_000920,HT 20,word_4,2,AB65,AB65,identity,1.000000,0,
OBS_000921,HT 21,.1-2_log,0,TE,TE,identity,1.000000,0,
OBS_000921,HT 21,.1-2_log,1,GRA,GRA,identity,1.000000,0,
OBS_000922,HT 21,.1-2_stmt,0,PI,PI,identity,1.000000,0,
OBS_000922,HT 21,.1-2_stmt,1,TA,TA,identity,1.000000,0,
OBS_000922,HT 21,.1-2_stmt,2,KA,KA,identity,1.000000,0,
OBS_000922,HT 21,.1-2_stmt,3,SE,SE,identity,1.000000,0,
OBS_000923,HT 21,.2-3_log,0,OLE,OLE,identity,1.000000,0,
OBS_000923,HT 21,.2-3_log,1,U,U,identity,1.000000,0,
OBS_000924,HT 21,.3_log,0,OLE,OLE,identity,1.000000,0,
OBS_000924,HT 21,.3_log,1,E,E,identity,1.000000,0,
OBS_000925,HT 21,.4_log,0,OLIV,OLIV,exact,1.000000,0,Canonical sign form
OBS_000926,HT 21,word_1,0,AB39,AB39,identity,1.000000,0,
OBS_000926,HT 21,word_1,1,AB59,AB59,identity,1.000000,0,
OBS_000926,HT 21,word_1,2,AB77,AB77,identity,1.000000,0,
OBS_000926,HT 21,word_1,3,AB09,AB09,identity,1.000000,0,
OBS_000927,HT 22,.1_log,0,GRA,GRA,identity,1.000000,0,
OBS_000927,HT 22,.1_log,1,L2,L2,identity,1.000000,0,
OBS_000928,HT 23,a.1_log,0,OLE,OLE,identity,1.000000,0,
OBS_000928,HT 23,a.1_log,1,NE,NE,identity,1.000000,0,
OBS_000929,HT 23,a.1_stmt,0,KA,KA,identity,1.000000,0,
OBS_000929,HT 23,a.1_stmt,1,NA,NA,identity,1.000000,0,
OBS_000930,HT 23,a.2-3_log,0,VINA,VINA,identity,1.000000,0,
OBS_000931,HT 23,a.2_log,0,MI,MI,identity,1.000000,0,
OBS_000931,HT 23,a.2_log,1,JA,JA,identity,1.000000,0,
OBS_000931,HT 23,a.2_log,2,RU,RU,identity,1.000000,0,
OBS_000932,HT 23,a.2_log,0,OLE,OLE,identity,1.000000,0,
OBS_000932,HT 23,a.2_log,1,RI,RI,identity,1.000000,0,
OBS_000933,HT 23,a.2_log,0,OLE,OLE,identity,1.000000,0,
OBS_000933,HT 23,a.2_log,1,TU,TU,identity,1.000000,0,
OBS_000934,HT 23,a.3_log,0,QA,QA,identity,1.000000,0,
OBS_000934,HT 23,a.3_log,1,[?],[?],identity,1.000000,0,
OBS_000934,HT 23,a.3_log,2,PU,PU,identity,1.000000,0,
OBS_000935,HT 23,a.3_log,0,QA,QA,identity,1.000000,0,
OBS_000935,HT 23,a.3_log,1,[?],[?],identity,1.000000,0,
OBS_000935,HT 23,a.3_log,2,RE,RE,identity,1.000000,0,
OBS_000936,HT 23,a.4-5_stmt,0,SA,SA,identity,1.000000,0,
OBS_000936,HT 23,a.4-5_stmt,1,SA,SA,identity,1.000000,0,
OBS_000936,HT 23,a.4-5_stmt,2,ME,ME,identity,1.000000,0,
OBS_000937,HT 23,a.4_stmt,0,QIF,QIF,identity,1.000000,0,
OBS_000937,HT 23,a.4_stmt,1,RI,RI,identity,1.000000,0,
OBS_000937,HT 23,a.4_stmt,2,TU,TU,identity,1.000000,0,
OBS_000937,HT 23,a.4_stmt,3,QA,QA,identity,1.000000,0,
OBS_000938,HT 23,a.5_log,0,SI,SI,identity,1.000000,0,
OBS_000938,HT 23,a.5_log,1,ME,ME,identity,1.000000,0,
OBS_000939,HT 23,a.5_stmt,0,KO,KO,identity,1.000000,0,
OBS_000939,HT 23,a.5_stmt,1,RU,RU,identity,1.000000,0,
OBS_000940,HT 23,b.1_log,0,OLE[,OLE[,identity,1.000000,0,
OBS_000941,HT 23,b.1_stmt,0,NI,NI,identity,1.000000,0,
OBS_000941,HT 23,b.1_stmt,1,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000942,HT 23,b.2_log,0,MI,MI,identity,1.000000,0,
OBS_000942,HT 23,b.2_log,1,JA,JA,identity,1.000000,0,
OBS_000942,HT 23,b.2_log,2,RU,RU,identity,1.000000,0,
OBS_000943,HT 23,b.2_log,0,QA,QA,identity,1.000000,0,
OBS_000943,HT 23,b.2_log,1,[?],[?],identity,1.000000,0,
OBS_000943,HT 23,b.2_log,2,PU,PU,identity,1.000000,0,
OBS_000944,HT 23,b.2_log,0,QA,QA,identity,1.000000,0,
OBS_000944,HT 23,b.2_log,1,[?],[?],identity,1.000000,0,
OBS_000944,HT 23,b.2_log,2,RE,RE,identity,1.000000,0,
OBS_000945,HT 23,b.4-5_stmt,0,DESUNT,DESUNT,identity,1.000000,0,
OBS_000946,HT 23A,word_1,0,AB77,AB77,identity,1.000000,0,
OBS_000946,HT 23A,word_1,1,AB06,AB06,identity,1.000000,0,
OBS_000947,HT 23A,word_2,0,AB21F,AB21F,identity,1.000000,0,
OBS_000947,HT 23A,word_2,1,AB53,AB53,identity,1.000000,0,
OBS_000947,HT 23A,word_2,2,AB69,AB69,identity,1.000000,0,
OBS_000947,HT 23A,word_2,3,AB16,AB16,identity,1.000000,0,
OBS_000948,HT 23A,word_3,0,AB31,AB31,identity,1.000000,0,
OBS_000948,HT 23A,word_3,1,AB31,AB31,identity,1.000000,0,
OBS_000948,HT 23A,word_3,2,AB13,AB13,identity,1.000000,0,
OBS_000949,HT 23A,word_4,0,AB70,AB70,identity,1.000000,0,
OBS_000949,HT 23A,word_4,1,AB26,AB26,identity,1.000000,0,
OBS_000950,HT 23B,word_1,0,AB30,AB30,identity,1.000000,0,
OBS_000950,HT 23B,word_1,1,AB60,AB60,identity,1.000000,0,
OBS_000951,HT 23B,word_2,0,AB23,AB23,identity,1.000000,0,
OBS_000952,HT 23B,word_3,0,AB50,AB50,identity,1.000000,0,
OBS_000953,HT 24,a.1_log,0,KI,KI,identity,1.000000,0,
OBS_000953,HT 24,a.1_log,1,MA,MA,identity,1.000000,0,
OBS_000953,HT 24,a.1_log,2,RU[,RU[,identity,1.000000,0,
OBS_000954,HT 24,a.1_stmt,0,KU,KU,identity,1.000000,0,
OBS_000954,HT 24,a.1_stmt,1,PA3,PA3,identity,1.000000,0,
OBS_000954,HT 24,a.1_stmt,2,RI,RI,identity,1.000000,0,
OBS_000954,HT 24,a.1_stmt,3,JA,JA,identity,1.000000,0,
OBS_000955,HT 24,a.2_log,0,MA,MA,identity,1.000000,0,
OBS_000955,HT 24,a.2_log,1,RU,RU,identity,1.000000,0,
OBS_000955,HT 24,a.2_log,2,ME,ME,identity,1.000000,0,
OBS_000956,HT 24,a.3_log,0,MA,MA,identity,1.000000,0,
OBS_000956,HT 24,a.3_log,1,RU,RU,identity,1.000000,0,
OBS_000956,HT 24,a.3_log,2,ME,ME,identity,1.000000,0,
OBS_000957,HT 24,a.4_log,0,MA,MA,identity,1.000000,0,
OBS_000957,HT 24,a.4_log,1,RU,RU,identity,1.000000,0,
OBS_000957,HT 24,a.4_log,2,ME,ME,identity,1.000000,0,
OBS_000958,HT 24,a.4_stmt,0,PA,PA,identity,1.000000,0,
OBS_000958,HT 24,a.4_stmt,1,SA,SA,identity,1.000000,0,
OBS_000958,HT 24,a.4_stmt,2,RI,RI,identity,1.000000,0,
OBS_000958,HT 24,a.4_stmt,3,JA,JA,identity,1.000000,0,
OBS_000959,HT 24,a.5_log,0,MA,MA,identity,1.000000,0,
OBS_000959,HT 24,a.5_log,1,RU,RU,identity,1.000000,0,
OBS_000960,HT 24,a.5_stmt,0,RU,RU,identity,1.000000,0,
OBS_000960,HT 24,a.5_stmt,1,I,I,identity,1.000000,0,
OBS_000960,HT 24,a.5_stmt,2,KO,KO,identity,1.000000,0,
OBS_000961,HT 24,b.1-2_log,0,SI,SI,identity,1.000000,0,
OBS_000961,HT 24,b.1-2_log,1,ME,ME,identity,1.000000,0,
OBS_000961,HT 24,b.1-2_log,2,KI,KI,identity,1.000000,0,
OBS_000962,HT 24,b.2_log,0,JA,JA,identity,1.000000,0,
OBS_000962,HT 24,b.2_log,1,KA,KA,identity,1.000000,0,
OBS_000963,HT 24A,word_1,0,AB81,AB81,identity,1.000000,0,
OBS_000963,HT 24A,word_1,1,AB56,AB56,identity,1.000000,0,
OBS_000963,HT 24A,word_1,2,AB53,AB53,identity,1.000000,0,
OBS_000963,HT 24A,word_1,3,AB57,AB57,identity,1.000000,0,
OBS_000964,HT 24A,word_2,0,AB03,AB03,identity,1.000000,0,
OBS_000964,HT 24A,word_2,1,AB31,AB31,identity,1.000000,0,
OBS_000964,HT 24A,word_2,2,AB53,AB53,identity,1.000000,0,
OBS_000964,HT 24A,word_2,3,AB57,AB57,identity,1.000000,0,
OBS_000965,HT 24A,word_3,0,AB26,AB26,identity,1.000000,0,
OBS_000965,HT 24A,word_3,1,AB28,AB28,identity,1.000000,0,
OBS_000965,HT 24A,word_3,2,AB70,AB70,identity,1.000000,0,
OBS_000966,HT 25,a.1_stmt,0,DI,DI,identity,1.000000,0,
OBS_000966,HT 25,a.1_stmt,1,NA,NA,identity,1.000000,0,
OBS_000966,HT 25,a.1_stmt,2,U,U,identity,1.000000,0,
OBS_000967,HT 25,a.2-3_stmt,0,DI,DI,identity,1.000000,0,
OBS_000967,HT 25,a.2-3_stmt,1,NA,NA,identity,1.000000,0,
OBS_000967,HT 25,a.2-3_stmt,2,U,U,identity,1.000000,0,
OBS_000968,HT 25,a.2_stmt,0,U,U,identity,1.000000,0,
OBS_000968,HT 25,a.2_stmt,1,RE,RE,identity,1.000000,0,
OBS_000968,HT 25,a.2_stmt,2,WI,WI,identity,1.000000,0,
OBS_000969,HT 25,a.2_stmt,0,]RU,]RU,identity,1.000000,0,
OBS_000969,HT 25,a.2_stmt,1,NI,NI,identity,1.000000,0,
OBS_000970,HT 25,a.3_stmt,0,A,A,identity,1.000000,0,
OBS_000970,HT 25,a.3_stmt,1,RI,RI,identity,1.000000,0,
OBS_000970,HT 25,a.3_stmt,2,NI,NI,identity,1.000000,0,
OBS_000970,HT 25,a.3_stmt,3,TA,TA,identity,1.000000,0,
OBS_000971,HT 25,a.3_stmt,0,TU,TU,identity,1.000000,0,
OBS_000971,HT 25,a.3_stmt,1,QE,QE,identity,1.000000,0,
OBS_000971,HT 25,a.3_stmt,2,NU[,NU[,identity,1.000000,0,
OBS_000972,HT 25,a.4_stmt,0,DU,DU,identity,1.000000,0,
OBS_000972,HT 25,a.4_stmt,1,RU,RU,identity,1.000000,0,
OBS_000972,HT 25,a.4_stmt,2,WI[,WI[,identity,1.000000,0,
OBS_000973,HT 25,a.4_stmt,0,ZU,ZU,identity,1.000000,0,
OBS_000973,HT 25,a.4_stmt,1,JU,JU,identity,1.000000,0,
OBS_000973,HT 25,a.4_stmt,2,PU2,PU2,identity,1.000000,0,
OBS_000974,HT 25,a.5_stmt,0,I,I,identity,1.000000,0,
OBS_000974,HT 25,a.5_stmt,1,KI,KI,identity,1.000000,0,
OBS_000974,HT 25,a.5_stmt,2,RA,RA,suppressed_in_strict,0.350000,1,
OBS_000975,HT 25,b.2_log,0,VIR,VIR,identity,1.000000,0,
OBS_000976,HT 25,b.2_stmt,0,KU,KU,identity,1.000000,0,
OBS_000976,HT 25,b.2_stmt,1,RO,RO,identity,1.000000,0,
OBS_000977,HT 25,b.2_stmt,0,WI,WI,identity,1.000000,0,
OBS_000977,HT 25,b.2_stmt,1,TE,TE,identity,1.000000,0,
OBS_000977,HT 25,b.2_stmt,2,RO,RO,identity,1.000000,0,
OBS_000977,HT 25,b.2_stmt,3,I,I,identity,1.000000,0,
OBS_000977,HT 25,b.2_stmt,4,TI,TI,identity,1.000000,0,
OBS_000978,HT 25,b.3_log,0,VIR,VIR,identity,1.000000,0,
OBS_000979,HT 25,b.4_stmt,0,KU,KU,identity,1.000000,0,
OBS_000979,HT 25,b.4_stmt,1,RO,RO,identity,1.000000,0,
OBS_000980,HT 25A,word_1,0,AB07,AB07,identity,1.000000,0,
OBS_000980,HT 25A,word_1,1,AB06,AB06,identity,1.000000,0,
OBS_000980,HT 25A,word_1,2,AB10,AB10,identity,1.000000,0,
OBS_000981,HT 25A,word_2,0,AB26,AB26,identity,1.000000,0,
OBS_000981,HT 25A,word_2,1,AB30,AB30,identity,1.000000,0,
OBS_000982,HT 25A,word_3,0,AB10,AB10,identity,1.000000,0,
OBS_000982,HT 25A,word_3,1,AB27,AB27,identity,1.000000,0,
OBS_000982,HT 25A,word_3,2,AB40,AB40,identity,1.000000,0,
OBS_000983,HT 25A,word_4,0,AB07,AB07,identity,1.000000,0,
OBS_000983,HT 25A,word_4,1,AB06,AB06,identity,1.000000,0,
OBS_000983,HT 25A,word_4,2,AB10,AB10,identity,1.000000,0,
OBS_000984,HT 25A,word_5,0,AB08,AB08,identity,1.000000,0,
OBS_000984,HT 25A,word_5,1,AB53,AB53,identity,1.000000,0,
OBS_000984,HT 25A,word_5,2,AB30,AB30,identity,1.000000,0,
OBS_000984,HT 25A,word_5,3,AB59,AB59,identity,1.000000,0,
OBS_000985,HT 25A,word_6,0,AB69,AB69,identity,1.000000,0,
OBS_000985,HT 25A,word_6,1,AB78,AB78,identity,1.000000,0,
OBS_000985,HT 25A,word_6,2,AB55,AB55,identity,1.000000,0,
OBS_000986,HT 25A,word_7,0,AB79,AB79,identity,1.000000,0,
OBS_000986,HT 25A,word_7,1,AB65,AB65,identity,1.000000,0,
OBS_000986,HT 25A,word_7,2,AB29,AB29,identity,1.000000,0,
