inscription_id,source_corpus,provenance_source_url,site_find_place,region,object_type,support_material,classification,formula_class,inscription_length,line_count,sign_count,word_count,sign_inventory_used,estimated_date_period,find_context,libation_formula_candidate,accounting_candidate,ideogram_presence,numeral_presence,damage_unreadability_level,confidence_provenance_notes
KH 11,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2011/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,23,8,23,23,A A349 A350 AB05 AB08 AB17 AB28 AB51 AB59 DU FIC I TE TO VINA ZA [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0435,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 12,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2012/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,8,4,8,8,*401VAS A651 I JA MI RU [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1250,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 13,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2013/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,13,4,13,13,AB01 AB08 AB09 AB17 AB27 AB28 I[ RE SE ZA[ [?] ]A ]DA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0769,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 14,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2014/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,8,4,8,8,A A303 AB08 AB57 AB60 AB80 JA MA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 15,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,1,1,1,1,FIC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 16,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2016/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,10,3,10,10,AB10 AB28 AB41 AB59 I SI TA [?] ]U,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 17,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2017/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,3,3,3,AB08 FIC[ ]FIC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 18,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2018/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,9,4,9,9,AB28 AB39 AB81 I KU PI[ RO VINC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 19,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,2,1,2,2,OLE TA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 2,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%202/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB69 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 20,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2020/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,15,5,15,15,A AB08 AB17 AB27 AB41 AB51 AB60 AB67 DU FIC KI RA RE SI ZA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 21,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2021/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,a_series_sequence,4,2,4,4,A306 AB51 AB78 FIC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 22,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2022/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB17 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 23,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2023/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,A AB08 AB51 DU[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 24,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2024/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB58 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 25,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,]VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 26,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,]VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 27,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,PA ]FIC[ ]GRA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 28,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2028/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,AB09 F GRA ]SE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 29,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2029/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,5,10,10,AB03 AB60 AB66 AB81 KU PA RA TA2[ [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 3,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%203/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB55?,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 30,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,]FIC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 31,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,*401VAS RA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 32,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2032/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,A331 AB28,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 33,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2033/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB08 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 36,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2036/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,6,3,6,6,AB06 AB77 JA MI RU ]KA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 37,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2037/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB40,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 39,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2039/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,2,5,5,A AB08 AB59 TA [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 4,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%204/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,6,2,6,6,A AB08 AB27 AB51 DU RE[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 40,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2040/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,AB06 AB41 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.3333,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 41,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2041/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,6,2,6,6,AB27 AB59 AB77 KA RE[ TA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 43,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,5,2,5,5,MA RE RU WI ZE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 44,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2044/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,A335,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 45,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2045/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB08,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 47,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2047/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,4,5,5,A306 AB16 AB24 AB41 AB60,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 49,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2049/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,AB26 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.3333,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 5,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%205/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,43,12,43,43,A A301 AB01 AB03 AB06 AB08 AB10 AB24 AB31 AB40 AB41 AB51 AB60 AB67 AB77 AB79 AB81 DA DU FIC KA KI KU NA NE PA RA SA SI U VINB WI ZU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 50,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2050/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,3,4,4,AB46 AB59 AB78 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2500,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 51,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2051/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,7,3,7,7,AB28 AB41 AB69 I SI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 52,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2052/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,AB10 AB59 U ]TA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 53,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2053/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,4,2,4,4,AB08 AB123 AB13 AB24,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 55,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,2,1,2,2,OLE TA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 57,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2057/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB20 AB69,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 58,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2058/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,A301 AB08,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 59,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2059/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,3,5,5,AB06 AB07 AB28 DI NA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 6,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%206/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,34,14,34,34,AB04 AB07 AB24 AB27 AB31 AB39 AB41 AB46 AB53 AB55 AB59 AB67 AB85 AU BOS DI JE NE NU PI RE RE[ RI SA SA[ SI TA TE ]KI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 60,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2060/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,14,4,14,14,AB06 AB41 AB59 AB60 AB67 JA KI MI NA RU SI[ TA ]*131C ]RA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 61,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2061/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,4,3,4,4,AB80 GRA OLE TA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 62,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2062/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 63,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2063/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,AB58 RU ]*401VAS,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 64,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2064/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB59 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 65,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2065/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB30 ]FIC[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 68,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2068/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,[?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,1.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 7,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,24,7,24,24,*313B E I JA KI KO KU ME NA PA QA SE SI TA TI TU U VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 70,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2070/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,[?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,1.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 73,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2073/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,6,3,6,6,AB08 FIC [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 74,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2074/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,4,10,10,AB01 AB41 AB57 AB58 DA JA SI SU[ [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 75,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,1,1,1,1,FIC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 76,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2076/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB41,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 79,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2079/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,AB01 AB03 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.3333,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 79 89,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2079%2B89/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,19,7,19,19,A AB01 AB03 AB06 AB08 AB30 AB59 AB60 AB73 DA NA[ NI PA RA TA [?] ]MI ]PA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0526,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 7A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%207a/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,19,7,19,19,A305 AB03 AB06 AB09 AB13 AB16 AB28 AB37 AB38 AB41 AB57 AB59 AB67 AB70 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0526,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 7B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%207b/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,7,2,7,7,AB03 AB06 AB09 AB10 AB28 AB59 AB69,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 8,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%208/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,9,6,9,9,AB27 AB59 E[ R [?] [[FIC ]FIC ]GRA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2222,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 81,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,I JA MI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
